"FishID","LiftID","Lake","Agency","SpeciesName","SpeciesNumber","SpeciesAbbrev","MeshSizemm","Length(mm)","Weight(g)","R/D","Age","AgeStructure","SexAgency","MaturityAgency","FinClipAgency","CWTAgency","A1-A3","A1","A2","A3","A4","B1","B2","B3","B4"
"OMNR_LOA_IA25_NSE_5_334_3","OMNR_LOA_IA25_NSE_5","Ontario","OMNR","Walleye",334,"",1,358,447.82,"D","","2A","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_5_334_4","OMNR_LOA_IA25_NSE_5","Ontario","OMNR","Walleye",334,"",1,363,427.3,"D","","2A","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_6_131_1","OMNR_LOA_IA25_NSE_6","Ontario","OMNR","Northern pike",131,"",1,553,776.61,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_6_317_1","OMNR_LOA_IA25_NSE_6","Ontario","OMNR","Largemouth bass",317,"",1,209,140.48,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_6_334_1","OMNR_LOA_IA25_NSE_6","Ontario","OMNR","Walleye",334,"",1,442,811.88,"D","","2A","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_6_334_2","OMNR_LOA_IA25_NSE_6","Ontario","OMNR","Walleye",334,"",1,459,841.88,"D","","2A","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_8_131_1","OMNR_LOA_IA25_NSE_8","Ontario","OMNR","Northern pike",131,"",1,565,732.95,"D","","28D","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_8_131_2","OMNR_LOA_IA25_NSE_8","Ontario","OMNR","Northern pike",131,"",1,622,907.64,"D","","28D","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_8_131_3","OMNR_LOA_IA25_NSE_8","Ontario","OMNR","Northern pike",131,"",1,541,882.48,"D","","28D","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_8_334_1","OMNR_LOA_IA25_NSE_8","Ontario","OMNR","Walleye",334,"",1,481,957.01,"D","","2A","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_9_131_1","OMNR_LOA_IA25_NSE_9","Ontario","OMNR","Northern pike",131,"",1,607,955.34,"D","","28D","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_1_334_1","OMNR_LOA_IA25_NSH_1","Ontario","OMNR","Walleye",334,"",1,615,2542.47,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_1_334_2","OMNR_LOA_IA25_NSH_1","Ontario","OMNR","Walleye",334,"",1,625,2937.44,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_1_334_3","OMNR_LOA_IA25_NSH_1","Ontario","OMNR","Walleye",334,"",1,662,2723.97,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_1_334_4","OMNR_LOA_IA25_NSH_1","Ontario","OMNR","Walleye",334,"",1,537,1848.3,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_1_334_5","OMNR_LOA_IA25_NSH_1","Ontario","OMNR","Walleye",334,"",1,685,3723.23,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_10_334_1","OMNR_LOA_IA25_NSH_10","Ontario","OMNR","Walleye",334,"",1,699,3887.7,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_13_334_1","OMNR_LOA_IA25_NSH_13","Ontario","OMNR","Walleye",334,"",1,517,1598.6,"D","","2A","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_14_317_1","OMNR_LOA_IA25_NSH_14","Ontario","OMNR","Largemouth bass",317,"",1,135,35.74,"D","","2","F","9",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_15_317_1","OMNR_LOA_IA25_NSH_15","Ontario","OMNR","Largemouth bass",317,"",1,137,37.96,"D","","2","F","9",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_15_317_2","OMNR_LOA_IA25_NSH_15","Ontario","OMNR","Largemouth bass",317,"",1,133,34.7,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_16_131_1","OMNR_LOA_IA25_NSH_16","Ontario","OMNR","Northern pike",131,"",1,754,2614.53,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_16_131_2","OMNR_LOA_IA25_NSH_16","Ontario","OMNR","Northern pike",131,"",1,885,4419.72,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_17_317_1","OMNR_LOA_IA25_NSH_17","Ontario","OMNR","Largemouth bass",317,"",1,246,248.81,"D","","2","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_18_317_1","OMNR_LOA_IA25_NSH_18","Ontario","OMNR","Largemouth bass",317,"",1,151,48.46,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_18_317_2","OMNR_LOA_IA25_NSH_18","Ontario","OMNR","Largemouth bass",317,"",1,150,50.08,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_18_317_3","OMNR_LOA_IA25_NSH_18","Ontario","OMNR","Largemouth bass",317,"",1,141,35.53,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_18_334_1","OMNR_LOA_IA25_NSH_18","Ontario","OMNR","Walleye",334,"",1,498,1169.57,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_18_334_2","OMNR_LOA_IA25_NSH_18","Ontario","OMNR","Walleye",334,"",1,568,2118.87,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_19_131_1","OMNR_LOA_IA25_NSH_19","Ontario","OMNR","Northern pike",131,"",1,711,2170,"D","","8",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_19_334_1","OMNR_LOA_IA25_NSH_19","Ontario","OMNR","Walleye",334,"",1,641,3163.32,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_2_317_1","OMNR_LOA_IA25_NSH_2","Ontario","OMNR","Largemouth bass",317,"",1,154,62.06,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_2_334_1","OMNR_LOA_IA25_NSH_2","Ontario","OMNR","Walleye",334,"",1,663,3782.7,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_2_334_2","OMNR_LOA_IA25_NSH_2","Ontario","OMNR","Walleye",334,"",1,625,2834.93,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_2_334_3","OMNR_LOA_IA25_NSH_2","Ontario","OMNR","Walleye",334,"",1,638,2835.54,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_20_334_1","OMNR_LOA_IA25_NSH_20","Ontario","OMNR","Walleye",334,"",1,609,2689.75,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_20_334_2","OMNR_LOA_IA25_NSH_20","Ontario","OMNR","Walleye",334,"",1,604,3673.66,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_20_334_3","OMNR_LOA_IA25_NSH_20","Ontario","OMNR","Walleye",334,"",1,603,2766.26,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_21_317_1","OMNR_LOA_IA25_NSH_21","Ontario","OMNR","Largemouth bass",317,"",1,210,152.9,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_21_334_1","OMNR_LOA_IA25_NSH_21","Ontario","OMNR","Walleye",334,"",1,602,2451.97,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_22_317_1","OMNR_LOA_IA25_NSH_22","Ontario","OMNR","Largemouth bass",317,"",1,197,140.11,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_23_316_1","OMNR_LOA_IA25_NSH_23","Ontario","OMNR","Smallmouth bass",316,"",1,408,1329.23,"D","","2","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_24_334_1","OMNR_LOA_IA25_NSH_24","Ontario","OMNR","Walleye",334,"",1,615,2876.08,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_3_334_1","OMNR_LOA_IA25_NSH_3","Ontario","OMNR","Walleye",334,"",1,600,2293.91,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_6_131_1","OMNR_LOA_IA25_NSH_6","Ontario","OMNR","Northern pike",131,"",1,646.41865,1450,"D","","8",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_6_131_2","OMNR_LOA_IA25_NSH_6","Ontario","OMNR","Northern pike",131,"",1,793,3660.63,"D","","28D","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_7_334_1","OMNR_LOA_IA25_NSH_7","Ontario","OMNR","Walleye",334,"",1,322,283.6,"D","","2A","F","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_7_334_2","OMNR_LOA_IA25_NSH_7","Ontario","OMNR","Walleye",334,"",1,606,2467.26,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_8_077_1","OMNR_LOA_IA25_NSH_8","Ontario","OMNR","Atlantic salmon",77,"",1,530.04531,1370,"D","",NA,"M",NA,"5",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSH_9_334_1","OMNR_LOA_IA25_NSH_9","Ontario","OMNR","Walleye",334,"",1,627,2855.29,"D","","3A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_1_317_1","OMNR_LOA_IA25_NSW_1","Ontario","OMNR","Largemouth bass",317,"",1,165,60.1,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_10_317_1","OMNR_LOA_IA25_NSW_10","Ontario","OMNR","Largemouth bass",317,"",1,142,37.14,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_10_317_2","OMNR_LOA_IA25_NSW_10","Ontario","OMNR","Largemouth bass",317,"",1,192,103.68,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_10_317_3","OMNR_LOA_IA25_NSW_10","Ontario","OMNR","Largemouth bass",317,"",1,267,296.99,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_10_317_4","OMNR_LOA_IA25_NSW_10","Ontario","OMNR","Largemouth bass",317,"",1,206,134.78,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_10_317_5","OMNR_LOA_IA25_NSW_10","Ontario","OMNR","Largemouth bass",317,"",1,245,221.84,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_11_317_1","OMNR_LOA_IA25_NSW_11","Ontario","OMNR","Largemouth bass",317,"",1,214,147.89,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_11_334_1","OMNR_LOA_IA25_NSW_11","Ontario","OMNR","Walleye",334,"",1,238,112.91,"D","","2A","M","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_11_334_2","OMNR_LOA_IA25_NSW_11","Ontario","OMNR","Walleye",334,"",1,247,115.08,"D","","2A","M","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_11_334_3","OMNR_LOA_IA25_NSW_11","Ontario","OMNR","Walleye",334,"",1,287,209.77,"D","","2A","M","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_13_131_1","OMNR_LOA_IA25_NSW_13","Ontario","OMNR","Northern pike",131,"",1,721,1998.07,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_14_317_1","OMNR_LOA_IA25_NSW_14","Ontario","OMNR","Largemouth bass",317,"",1,174,70.95,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_14_317_2","OMNR_LOA_IA25_NSW_14","Ontario","OMNR","Largemouth bass",317,"",1,210,139.9,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_14_317_3","OMNR_LOA_IA25_NSW_14","Ontario","OMNR","Largemouth bass",317,"",1,235,193.76,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_15_334_1","OMNR_LOA_IA25_NSW_15","Ontario","OMNR","Walleye",334,"",1,238,100.1,"D","","2A","M","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_16_317_1","OMNR_LOA_IA25_NSW_16","Ontario","OMNR","Largemouth bass",317,"",1,277,305.03,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_16_334_1","OMNR_LOA_IA25_NSW_16","Ontario","OMNR","Walleye",334,"",1,423,599.29,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_16_334_2","OMNR_LOA_IA25_NSW_16","Ontario","OMNR","Walleye",334,"",1,425,776.31,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_17_317_1","OMNR_LOA_IA25_NSW_17","Ontario","OMNR","Largemouth bass",317,"",1,353,689.24,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_18_131_1","OMNR_LOA_IA25_NSW_18","Ontario","OMNR","Northern pike",131,"",1,640,1422.28,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_18_317_1","OMNR_LOA_IA25_NSW_18","Ontario","OMNR","Largemouth bass",317,"",1,289,357.37,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_18_334_1","OMNR_LOA_IA25_NSW_18","Ontario","OMNR","Walleye",334,"",1,227,93.93,"D","","2A","F","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_18_334_2","OMNR_LOA_IA25_NSW_18","Ontario","OMNR","Walleye",334,"",1,256,136.3,"D","","2A","F","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_18_334_3","OMNR_LOA_IA25_NSW_18","Ontario","OMNR","Walleye",334,"",1,350,373.96,"D","","2A","M","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_2_317_1","OMNR_LOA_IA25_NSW_2","Ontario","OMNR","Largemouth bass",317,"",1,211,141.88,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_2_317_2","OMNR_LOA_IA25_NSW_2","Ontario","OMNR","Largemouth bass",317,"",1,205,149.39,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_2_317_3","OMNR_LOA_IA25_NSW_2","Ontario","OMNR","Largemouth bass",317,"",1,176,73.81,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_2_317_4","OMNR_LOA_IA25_NSW_2","Ontario","OMNR","Largemouth bass",317,"",1,159,54.92,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_2_317_5","OMNR_LOA_IA25_NSW_2","Ontario","OMNR","Largemouth bass",317,"",1,151,48.57,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_2_334_1","OMNR_LOA_IA25_NSW_2","Ontario","OMNR","Walleye",334,"",1,244,107.44,"D","","2A","F","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_20_317_1","OMNR_LOA_IA25_NSW_20","Ontario","OMNR","Largemouth bass",317,"",1,187,97.53,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_21_131_1","OMNR_LOA_IA25_NSW_21","Ontario","OMNR","Northern pike",131,"",1,641,1483.55,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_21_334_1","OMNR_LOA_IA25_NSW_21","Ontario","OMNR","Walleye",334,"",1,428,679.15,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_21_334_2","OMNR_LOA_IA25_NSW_21","Ontario","OMNR","Walleye",334,"",1,283,187.66,"D","","2A","M","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_22_334_1","OMNR_LOA_IA25_NSW_22","Ontario","OMNR","Walleye",334,"",1,256,133.72,"D","","2A","M","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_23_334_1","OMNR_LOA_IA25_NSW_23","Ontario","OMNR","Walleye",334,"",1,536,1384.32,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_24_131_1","OMNR_LOA_IA25_NSW_24","Ontario","OMNR","Northern pike",131,"",1,687,2054.54,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_3_317_1","OMNR_LOA_IA25_NSW_3","Ontario","OMNR","Largemouth bass",317,"",1,294,396.29,"D","","2","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_3_317_2","OMNR_LOA_IA25_NSW_3","Ontario","OMNR","Largemouth bass",317,"",1,245,222.29,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_3_317_3","OMNR_LOA_IA25_NSW_3","Ontario","OMNR","Largemouth bass",317,"",1,196,104.21,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_3_334_1","OMNR_LOA_IA25_NSW_3","Ontario","OMNR","Walleye",334,"",1,471,920.08,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_4_131_1","OMNR_LOA_IA25_NSW_4","Ontario","OMNR","Northern pike",131,"",1,635,1201.57,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_4_317_1","OMNR_LOA_IA25_NSW_4","Ontario","OMNR","Largemouth bass",317,"",1,256,256.89,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_4_317_2","OMNR_LOA_IA25_NSW_4","Ontario","OMNR","Largemouth bass",317,"",1,223,159.1,"D","",NA,"M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_4_334_1","OMNR_LOA_IA25_NSW_4","Ontario","OMNR","Walleye",334,"",1,340,319.89,"D","","2A","M","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_4_334_2","OMNR_LOA_IA25_NSW_4","Ontario","OMNR","Walleye",334,"",1,301,233.41,"D","","2A","F","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_4_334_3","OMNR_LOA_IA25_NSW_4","Ontario","OMNR","Walleye",334,"",1,217,76.47,"D","","2A","M","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_6_317_1","OMNR_LOA_IA25_NSW_6","Ontario","OMNR","Largemouth bass",317,"",1,223,176.28,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_7_317_1","OMNR_LOA_IA25_NSW_7","Ontario","OMNR","Largemouth bass",317,"",1,190,94.62,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_7_334_1","OMNR_LOA_IA25_NSW_7","Ontario","OMNR","Walleye",334,"",1,380,472.11,"D","","2A","F","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_8_317_1","OMNR_LOA_IA25_NSW_8","Ontario","OMNR","Largemouth bass",317,"",1,281,356.49,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_8_317_2","OMNR_LOA_IA25_NSW_8","Ontario","OMNR","Largemouth bass",317,"",1,381,912.08,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_9_131_1","OMNR_LOA_IA25_NSW_9","Ontario","OMNR","Northern pike",131,"",1,563,806.8,"D","","28D","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_9_317_1","OMNR_LOA_IA25_NSW_9","Ontario","OMNR","Largemouth bass",317,"",1,184,84.01,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_9_317_2","OMNR_LOA_IA25_NSW_9","Ontario","OMNR","Largemouth bass",317,"",1,177,74.9,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSW_9_334_1","OMNR_LOA_IA25_NSW_9","Ontario","OMNR","Walleye",334,"",1,396,561.53,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
